filename,train Accuracy,test Accuracy,validation Accuracy
vision_cuboids_histogram.txt.gz,0.0456484229415,0.04568643011,0.046609233488
vision_hist_motion_estimate.txt.gz,0.0539581751674,0.0526017458338,0.0515794124144
vision_hog_features.txt.gz,0.0481468700393,0.0467067225938,0.0483764082174
vision_hs_hist_stream.txt.gz,0.0421837255849,0.044439405963,0.0448420587586
vision_misc.txt.gz,0.0511698529919,0.0541888674753,0.0525734481997
