filename,train Accuracy,test Accuracy,validation Accuracy
vision_cuboids_histogram.txt.gz,0.0443094761543,0.0447795034577,0.0439584713939
vision_hist_motion_estimate.txt.gz,0.0434260473463,0.0434191134792,0.0429644356086
vision_hog_features.txt.gz,0.0500103526813,0.0496542342138,0.0502540313674
vision_hs_hist_stream.txt.gz,0.0426392435641,0.0439859426369,0.0432957808703
vision_misc.txt.gz,0.0425564221133,0.0439859426369,0.0436271261321
