Class Pairs,train Accuracy,test Accuracy,validation Accuracy
3:5,0.731707317073,0.700460829493,0.712797619048
3:6,0.929487179487,0.911111111111,0.909208819715
3:7,0.845592585289,0.838915470494,0.850699844479
3:8,0.865117014548,0.845360824742,0.851851851852
3:9,0.823897353649,0.824146981627,0.792428198433
3:10,0.928439349112,0.917168674699,0.91381872214
3:11,0.849684452094,0.846153846154,0.838258164852
3:12,0.866797900262,0.82689747004,0.837730870712
3:13,0.735849056604,0.72972972973,0.73595505618
3:14,0.910034602076,0.906382978723,0.896935933148
3:15,0.818562988374,0.811501597444,0.8125
3:16,0.834955161229,0.818604651163,0.829528158295
3:17,0.846661490683,0.830963665087,0.809375
3:18,0.859980775393,0.854881266491,0.840052015605
3:19,0.88523743978,0.874647887324,0.880341880342
3:20,0.845674348319,0.840735068913,0.84756097561
3:21,0.906293706294,0.900161030596,0.904088050314
3:22,0.925195385188,0.90440060698,0.906110283159
3:23,0.841365085318,0.858895705521,0.838167938931
3:24,0.961943793911,0.938582677165,0.962204724409
3:25,0.804887289259,0.775939849624,0.794832826748
3:26,0.923162998881,0.919207317073,0.924746743849
3:27,0.893180105501,0.915254237288,0.887345679012
3:28,0.845514307811,0.85289514867,0.829921259843
3:29,0.802003816794,0.764629388817,0.783783783784
3:30,0.785953800298,0.766871165644,0.75037593985
4:5,0.715688367129,0.727598566308,0.700996677741
4:6,0.928519985596,0.924107142857,0.912981455064
4:7,0.785176738883,0.777153558052,0.764397905759
4:8,0.874423554452,0.857979502196,0.876577840112
4:9,0.814741394846,0.817638266069,0.810344827586
4:10,0.927996611605,0.926444833625,0.908789386401
4:11,0.802773497689,0.809694793537,0.783595113438
4:12,0.88022181146,0.858662613982,0.86773255814
4:13,0.832426127527,0.809836065574,0.833333333333
4:14,0.883981154299,0.882352941176,0.867283950617
4:15,0.789300591975,0.821763602251,0.785964912281
4:16,0.774533479693,0.800724637681,0.763202725724
4:17,0.866995073892,0.842592592593,0.850877192982
4:18,0.875449964003,0.861654135338,0.858369098712
4:19,0.928794381584,0.905996758509,0.924050632911
4:20,0.850043402778,0.851785714286,0.844709897611
4:21,0.921046538551,0.922348484848,0.918727915194
4:22,0.883319112628,0.879858657244,0.860232945092
4:23,0.799010114052,0.806797853309,0.788034188034
4:24,0.962821090581,0.937269372694,0.948672566372
4:25,0.780317875027,0.753496503497,0.756802721088
4:26,0.929854576561,0.932504440497,0.9307568438
4:27,0.752920813501,0.775179856115,0.73875432526
4:28,0.859563085154,0.844322344322,0.86017699115
4:29,0.866119243127,0.859467455621,0.861386138614
4:30,0.832336608287,0.8228980322,0.81512605042
5:6,0.910637502337,0.906832298137,0.901639344262
5:7,0.785885167464,0.766798418972,0.790055248619
5:8,0.835818148353,0.847328244275,0.843338213763
5:9,0.835329341317,0.842433697348,0.831831831832
5:10,0.90081912774,0.874769797422,0.86387434555
5:11,0.867219917012,0.856332703214,0.872928176796
5:12,0.855139289145,0.825396825397,0.83282674772
5:13,0.687588580684,0.6735395189,0.691176470588
5:14,0.871343833095,0.859589041096,0.852750809061
5:15,0.843204775023,0.843564356436,0.842592592593
5:16,0.868505747126,0.860687022901,0.86355475763
5:17,0.788312602675,0.759765625,0.742592592593
5:18,0.744907493926,0.736263736264,0.72197309417
5:19,0.728916886812,0.724957555178,0.71926910299
5:20,0.883488530547,0.881578947368,0.872302158273
5:21,0.845405930967,0.848,0.848880597015
5:22,0.853000223065,0.840148698885,0.856392294221
5:23,0.744484466457,0.755178907721,0.736936936937
5:24,0.935506732814,0.9046692607,0.917757009346
5:25,0.682315405652,0.641544117647,0.679211469534
5:26,0.914336837397,0.910280373832,0.915397631134
5:27,0.926873443514,0.922348484848,0.917883211679
5:28,0.704508292455,0.694980694981,0.689719626168
5:29,0.843802112285,0.83024691358,0.825701624815
5:30,0.691981237436,0.689265536723,0.656637168142
6:7,0.928104575163,0.924193548387,0.928348909657
6:8,0.918914630276,0.897269180754,0.929667519182
6:9,0.904072106873,0.894039735099,0.895424836601
6:10,0.882473078351,0.881278538813,0.885416666667
6:11,0.956596888804,0.956454121306,0.940809968847
6:12,0.944023707606,0.916666666667,0.927344782034
6:13,0.74053030303,0.727011494253,0.720112517581
6:14,0.89961792289,0.879656160458,0.850767085077
6:15,0.910813397129,0.882067851373,0.885758998435
6:16,0.862042536884,0.854231974922,0.833841463415
6:17,0.872124756335,0.856230031949,0.85289514867
6:18,0.94421221865,0.92809587217,0.919270833333
6:19,0.93091537133,0.933143669986,0.920114122682
6:20,0.871965098634,0.851393188854,0.864122137405
6:21,0.889825406382,0.884364820847,0.88188976378
6:22,0.934417040359,0.911042944785,0.914925373134
6:23,0.911692713237,0.911627906977,0.876146788991
6:24,0.949823598589,0.925159235669,0.941640378549
6:25,0.880159786951,0.857142857143,0.856925418569
6:26,0.947940074906,0.932203389831,0.949275362319
6:27,0.949300037836,0.947040498442,0.924265842349
6:28,0.85359223301,0.84335443038,0.820189274448
6:29,0.962176827322,0.96062992126,0.95618556701
6:30,0.865693976805,0.860465116279,0.85843373494
7:8,0.873952854081,0.866877971474,0.885321100917
7:9,0.856264869151,0.849270664506,0.847723704867
7:10,0.928859378705,0.932562620424,0.930147058824
7:11,0.817483902922,0.807920792079,0.809338521401
7:12,0.932925586137,0.93399339934,0.91573926868
7:13,0.862470359991,0.840501792115,0.861063464837
7:14,0.918718675093,0.926785714286,0.913412563667
7:15,0.88067061144,0.866943866944,0.882583170254
7:16,0.83950617284,0.844,0.846590909091
7:17,0.861146175208,0.870901639344,0.843444227006
7:18,0.821025539497,0.797716150082,0.7953125
7:19,0.819735987881,0.812389380531,0.809773123909
7:20,0.892030221789,0.883858267717,0.901328273245
7:21,0.955951756686,0.970588235294,0.936883629191
7:22,0.824527850825,0.822957198444,0.822878228782
7:23,0.837035248672,0.838264299803,0.838403041825
7:24,0.867531146707,0.836734693878,0.841897233202
7:25,0.798923679061,0.792307692308,0.767485822306
7:26,0.861663869576,0.829745596869,0.866548042705
7:27,0.886324993928,0.89880952381,0.890173410405
7:28,0.869128359709,0.866396761134,0.851778656126
7:29,0.826957033549,0.807692307692,0.83024691358
7:30,0.759875508738,0.739644970414,0.751865671642
8:9,0.849134508496,0.840731070496,0.839124839125
8:10,0.898537477148,0.887724550898,0.890350877193
8:11,0.9432999433,0.932721712538,0.955657492355
8:12,0.953069178305,0.933774834437,0.944083224967
8:13,0.864901561439,0.857142857143,0.854771784232
8:14,0.92160219103,0.915373765867,0.910836762689
8:15,0.893011866642,0.887301587302,0.875576036866
8:16,0.901376579295,0.890600924499,0.892215568862
8:17,0.899309551208,0.891679748823,0.901689708141
8:18,0.890545685279,0.87532808399,0.865384615385
8:19,0.923901940756,0.928571428571,0.925666199158
8:20,0.837938760269,0.82496194825,0.862068965517
8:21,0.931715018749,0.9376,0.933539412674
8:22,0.936718175129,0.918552036199,0.936950146628
8:23,0.919925857275,0.920731707317,0.923423423423
8:24,0.931160817586,0.912363067293,0.90866873065
8:25,0.873806403295,0.86846038864,0.857997010463
8:26,0.904867256637,0.889393939394,0.89886039886
8:27,0.925884543762,0.920367534456,0.919575113809
8:28,0.799197554452,0.779160186625,0.775541795666
8:29,0.910236220472,0.913324708926,0.907360406091
8:30,0.707918968692,0.72256097561,0.687869822485
9:10,0.897045158892,0.874617737003,0.869565217391
9:11,0.910226835832,0.8875,0.915227629513
9:12,0.866699621025,0.819163292848,0.844414893617
9:13,0.714975012924,0.689754689755,0.71671388102
9:14,0.89240396315,0.892086330935,0.897471910112
9:15,0.874712643678,0.850649350649,0.86119873817
9:16,0.848484848485,0.820472440945,0.860215053763
9:17,0.813268292683,0.784911717496,0.798107255521
9:18,0.832662912309,0.819518716578,0.823066841415
9:19,0.871737251513,0.858571428571,0.863505747126
9:20,0.84678184925,0.841368584759,0.846153846154
9:21,0.882683808759,0.870703764321,0.874603174603
9:22,0.866280157097,0.832049306626,0.848120300752
9:23,0.84602336977,0.834890965732,0.84437596302
9:24,0.929174023936,0.896,0.904610492846
9:25,0.802361005331,0.761832061069,0.777607361963
9:26,0.934957825679,0.907120743034,0.919708029197
9:27,0.909865555766,0.920187793427,0.926791277259
9:28,0.804470359572,0.817170111288,0.785373608903
9:29,0.871266570835,0.843214756258,0.848249027237
9:30,0.730762029582,0.716510903427,0.685887708649
10:11,0.953142857143,0.946494464945,0.952205882353
10:12,0.942388401374,0.914463452566,0.927162367223
10:13,0.819131832797,0.823529411765,0.809135399674
10:14,0.816889971579,0.822445561139,0.772213247173
10:15,0.910539494651,0.905405405405,0.8853974122
10:16,0.885571005243,0.871508379888,0.845878136201
10:17,0.87366216845,0.868571428571,0.866913123845
10:18,0.93299925761,0.915384615385,0.908955223881
10:19,0.918515530456,0.923588039867,0.925373134328
10:20,0.833558558559,0.801834862385,0.820466786355
10:21,0.891351481571,0.888888888889,0.897579143389
10:22,0.920796460177,0.909255898367,0.903846153846
10:23,0.911810672025,0.917279411765,0.874100719424
10:24,0.948243559719,0.935483870968,0.940298507463
10:25,0.893333333333,0.88868940754,0.878354203936
10:26,0.939440993789,0.928832116788,0.9375
10:27,0.918051189942,0.909426987061,0.888888888889
10:28,0.844140805929,0.868173258004,0.820895522388
10:29,0.967427309533,0.962178517398,0.970501474926
10:30,0.818564466105,0.8125,0.80035335689
11:12,0.70215287379,0.68839427663,0.677265500795
11:13,0.828851365437,0.808950086059,0.831903945111
11:14,0.931746366126,0.924528301887,0.932088285229
11:15,0.916943521595,0.928571428571,0.919765166341
11:16,0.880465779468,0.862332695985,0.852272727273
11:17,0.820830298616,0.802348336595,0.79843444227
11:18,0.830677673258,0.811320754717,0.8171875
11:19,0.874241473112,0.867346938776,0.856893542757
11:20,0.94250176015,0.934086629002,0.935483870968
11:21,0.885699899295,0.881763527054,0.871794871795
11:22,0.90601243953,0.880819366853,0.89667896679
11:23,0.775348837209,0.743396226415,0.764258555133
11:24,0.965778538255,0.945419103314,0.948616600791
11:25,0.732925105982,0.686924493554,0.712665406427
11:26,0.946176946177,0.947565543071,0.953736654804
11:27,0.929122807018,0.918406072106,0.928709055877
11:28,0.883063541918,0.880077369439,0.873517786561
11:29,0.881636536632,0.868624420402,0.87037037037
11:30,0.871741637832,0.875471698113,0.858208955224
12:13,0.904661016949,0.879765395894,0.893982808023
12:14,0.915924474528,0.883040935673,0.900568181818
12:15,0.891163156859,0.859504132231,0.876996805112
12:16,0.842167487685,0.814102564103,0.821150855365
12:17,0.91155234657,0.885620915033,0.897763578275
12:18,0.890059249506,0.875169606513,0.883443708609
12:19,0.92543393553,0.911465892598,0.908430232558
12:20,0.910296411856,0.870253164557,0.904984423676
12:21,0.966108700145,0.97,0.956591639871
12:22,0.851574500768,0.819749216301,0.840182648402
12:23,0.765434488098,0.732171156894,0.748829953198
12:24,0.980233965309,0.965798045603,0.971014492754
12:25,0.929591238021,0.934782608696,0.920807453416
12:26,0.972478829869,0.957480314961,0.968980797637
12:27,0.834694671334,0.808917197452,0.82334384858
12:28,0.932081502197,0.902912621359,0.916264090177
12:29,0.881084612872,0.848930481283,0.86500655308
12:30,0.935024990388,0.92234548336,0.920122887865
13:14,0.771503365744,0.751572327044,0.770516717325
13:15,0.644652128764,0.628366247756,0.644827586207
13:16,0.615304637139,0.600694444444,0.636515912898
13:17,0.82436440678,0.820921985816,0.822413793103
13:18,0.91239242685,0.88388969521,0.897038081805
13:19,0.92936802974,0.91887675507,0.908099688474
13:20,0.676881941588,0.654109589041,0.664429530201
13:21,0.90881259567,0.916666666667,0.90625
13:22,0.890934844193,0.854237288136,0.872340425532
13:23,0.793307488268,0.78730703259,0.789915966387
13:24,0.94863597613,0.924028268551,0.949565217391
13:25,0.830616876418,0.790268456376,0.809364548495
13:26,0.929817444219,0.928449744463,0.925515055468
13:27,0.782813781788,0.768965517241,0.775510204082
13:28,0.829746835443,0.817543859649,0.779130434783
13:29,0.869364754098,0.862857142857,0.863319386332
13:30,0.822123176661,0.806174957118,0.795041322314
14:15,0.8740818468,0.846153846154,0.872013651877
14:16,0.802059256146,0.782006920415,0.769485903814
14:17,0.77687366167,0.756183745583,0.733788395904
14:18,0.924479166667,0.904486251809,0.913286713287
14:19,0.902814258912,0.894245723173,0.907407407407
14:20,0.834788029925,0.825938566553,0.813953488372
14:21,0.881936767632,0.871841155235,0.874570446735
14:22,0.920073589534,0.913851351351,0.905996758509
14:23,0.893836322408,0.895726495726,0.875207986689
14:24,0.961223610513,0.931338028169,0.938037865749
14:25,0.856577027309,0.851170568562,0.836092715232
14:26,0.95368852459,0.95246179966,0.946624803768
14:27,0.768959801077,0.759450171821,0.767676767677
14:28,0.835820895522,0.837412587413,0.807228915663
14:29,0.944367895281,0.951566951567,0.944674965422
14:30,0.859803520262,0.859829059829,0.84124386252
15:16,0.862044486512,0.87374749499,0.881904761905
15:17,0.790427846265,0.753593429158,0.740157480315
15:18,0.846565907786,0.808823529412,0.8147566719
15:19,0.882009589327,0.882978723404,0.875438596491
15:20,0.85931292358,0.840236686391,0.830152671756
15:21,0.848370927318,0.837894736842,0.849206349206
15:22,0.888506538197,0.861598440546,0.896103896104
15:23,0.841361741547,0.867588932806,0.831739961759
15:24,0.946458992456,0.930470347648,0.942345924453
15:25,0.786585365854,0.770712909441,0.754752851711
15:26,0.937888198758,0.939215686275,0.935599284436
15:27,0.909853249476,0.908548707753,0.928294573643
15:28,0.796006735627,0.787018255578,0.767395626243
15:29,0.908021998862,0.894060995185,0.900775193798
15:30,0.805191821732,0.790513833992,0.754221388368
16:17,0.627208908255,0.596837944664,0.60380952381
16:18,0.83470599502,0.800316957211,0.834862385321
16:19,0.803798789397,0.789022298456,0.807495741056
16:20,0.880177860988,0.847908745247,0.857670979667
16:21,0.825301204819,0.817813765182,0.815738963532
16:22,0.860326211808,0.836466165414,0.857913669065
16:23,0.747217068646,0.744761904762,0.72962962963
16:24,0.925176699976,0.907480314961,0.905769230769
16:25,0.657116016909,0.617100371747,0.635359116022
16:26,0.932273669661,0.926275992439,0.923611111111
16:27,0.9514812223,0.938697318008,0.949343339587
16:28,0.741026258733,0.75,0.734615384615
16:29,0.926903360547,0.936137071651,0.921450151057
16:30,0.782378651944,0.767619047619,0.765454545455
17:18,0.928682774747,0.903069466882,0.908948194662
17:19,0.926839642705,0.896672504378,0.90350877193
17:20,0.81931166348,0.782101167315,0.799618320611
17:21,0.903979460847,0.906639004149,0.888888888889
17:22,0.887664165103,0.869230769231,0.862708719852
17:23,0.767227089747,0.746588693957,0.724665391969
17:24,0.956402590932,0.931451612903,0.942345924453
17:25,0.835452146798,0.802281368821,0.800380228137
17:26,0.937206020696,0.938104448743,0.937388193202
17:27,0.767031919962,0.766666666667,0.730620155039
17:28,0.818562284589,0.82,0.801192842942
17:29,0.930668211665,0.928571428571,0.919379844961
17:30,0.866369187412,0.857699805068,0.863039399625
18:19,0.92817679558,0.895114942529,0.894134477825
18:20,0.838263177854,0.824726134585,0.800918836141
18:21,0.962688064193,0.965403624382,0.946287519747
18:22,0.8623459096,0.849612403101,0.827844311377
18:23,0.870694522868,0.847962382445,0.860429447853
18:24,0.944161442006,0.929146537842,0.92246835443
18:25,0.823920897509,0.809523809524,0.810687022901
18:26,0.922126544365,0.933021806854,0.901162790698
18:27,0.809757942511,0.771653543307,0.789147286822
18:28,0.898680124224,0.8624,0.867088607595
18:29,0.880504148054,0.883443708609,0.864341085271
18:30,0.849850411369,0.849529780564,0.797583081571
19:20,0.866639141206,0.864636209814,0.866894197952
19:21,0.961800219539,0.964221824687,0.948763250883
19:22,0.881600324939,0.871021775544,0.870216306156
19:23,0.860946139668,0.852542372881,0.847863247863
19:24,0.973042362003,0.95462478185,0.969911504425
19:25,0.856077862912,0.835820895522,0.836734693878
19:26,0.94930781759,0.934343434343,0.942028985507
19:27,0.852614244545,0.844974446337,0.840830449827
19:28,0.918254976705,0.901213171577,0.893805309735
19:29,0.929770469339,0.910891089109,0.922206506365
19:30,0.923749491663,0.901694915254,0.895798319328
20:21,0.882090661382,0.866533864542,0.878846153846
20:22,0.89446209714,0.851851851852,0.879279279279
20:23,0.879495990836,0.898686679174,0.860853432282
20:24,0.919634263715,0.891472868217,0.913294797688
20:25,0.825794479239,0.804029304029,0.811808118081
20:26,0.928083750569,0.921787709497,0.933913043478
20:27,0.931566820276,0.949056603774,0.932330827068
20:28,0.720028544244,0.713461538462,0.68978805395
20:29,0.922932330827,0.923076923077,0.916792738275
20:30,0.738863636364,0.746716697936,0.699453551913
21:22,0.871508379888,0.86811023622,0.856074766355
21:23,0.836359175662,0.808383233533,0.83429672447
21:24,0.982932505818,0.97520661157,0.971943887776
21:25,0.950522128294,0.959143968872,0.948275862069
21:26,0.9712545676,0.968316831683,0.972972972973
21:27,0.856331769933,0.861445783133,0.853515625
21:28,0.905236270754,0.909836065574,0.895791583166
21:29,0.966607036374,0.96925566343,0.959438377535
21:30,0.949404037947,0.950099800399,0.943289224953
22:23,0.903487064117,0.883116883117,0.898916967509
22:24,0.954674220963,0.929118773946,0.941947565543
22:25,0.820086540651,0.771739130435,0.797127468582
22:26,0.944345105051,0.92817679558,0.954237288136
22:27,0.876018099548,0.875,0.866544789762
22:28,0.908263305322,0.906844106464,0.898876404494
22:29,0.929074074074,0.922256097561,0.912721893491
22:30,0.869642857143,0.844155844156,0.856382978723
23:24,0.960905840286,0.943689320388,0.942084942085
23:25,0.722988505747,0.682568807339,0.707948243993
23:26,0.938642003158,0.942164179104,0.949477351916
23:27,0.825530943138,0.805293005671,0.811676082863
23:28,0.850341739335,0.851637764933,0.837837837838
23:29,0.897928718044,0.902927580894,0.884848484848
23:30,0.842306825862,0.842105263158,0.815693430657
24:25,0.948563148998,0.929924242424,0.928982725528
24:26,0.937973484848,0.938342967245,0.920577617329
24:27,0.961630695444,0.939453125,0.954990215264
24:28,0.960585027268,0.946215139442,0.951807228916
24:29,0.971650485437,0.954113924051,0.9671875
24:30,0.916784869976,0.904854368932,0.890151515152
25:26,0.921671614524,0.91621129326,0.901213171577
25:27,0.760231213873,0.741697416974,0.737827715356
25:28,0.815707806159,0.806390977444,0.786948176583
25:29,0.875023562677,0.853474320242,0.868778280543
25:30,0.848574686431,0.818348623853,0.814882032668
26:27,0.944872958258,0.949343339587,0.941798941799
26:28,0.921816479401,0.900573613767,0.916967509025
26:29,0.938010393467,0.938744257274,0.945402298851
26:30,0.870635631155,0.869402985075,0.861301369863
27:28,0.8368895211,0.817829457364,0.808219178082
27:29,0.92125984252,0.917956656347,0.929555895865
27:30,0.848663343906,0.837429111531,0.820702402957
28:29,0.935552135437,0.930817610063,0.9203125
28:30,0.797335203366,0.789980732177,0.753787878788
29:30,0.837968112718,0.82126348228,0.826865671642
