filename,train Accuracy,test Accuracy,validation Accuracy
audio_mfcc.txt.gz,0.0452343156878,0.0460265276046,0.0444002650762
audio_sai_boxes.txt.gz,0.0438125474498,0.0440993084684,0.0431853324497
audio_spectrogram_stream.txt.gz,0.0456208157913,0.0461398934361,0.044731610338
audio_volume_stream.txt.gz,0.0410656359997,0.0409250651854,0.0414181577203
