alpha,train Accuracy,test Accuracy,validation Accuracy
1,0.701466992665,0.679282868526,0.70233463035
2,0.700488997555,0.679282868526,0.70233463035
3,0.700488997555,0.679282868526,0.70233463035
4,0.700488997555,0.679282868526,0.70233463035
5,0.700488997555,0.679282868526,0.70233463035
