filename,train Accuracy,test Accuracy,validation Accuracy
audio_mfcc.txt.gz,0.0480226378632,0.0479537467407,0.0471614755909
audio_sai_boxes.txt.gz,0.0435502795224,0.042965650153,0.0440689198144
audio_spectrogram_stream.txt.gz,0.0670853751122,0.0689264255753,0.0660481555114
audio_volume_stream.txt.gz,0.0665470356822,0.068019498923,0.068036227082
