filename,train Accuracy,test Accuracy,validation Accuracy
audio_mfcc.txt.gz,0.0671267858375,0.062124475683,0.0627347028937
audio_sai_boxes.txt.gz,0.0737248947477,0.0725541321846,0.0720123702231
audio_spectrogram_stream.txt.gz,0.193898819794,0.189661036164,0.177932405567
audio_volume_stream.txt.gz,0.128041962868,0.122548463893,0.126132096311
