0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.9293398533007335,0.7337278106508875,0.6470459037996925,0.8866145354185833,0.9584052137243627,0.820899209486166,0.8664402942840973,0.9042594013814275,0.953933865450399,0.8934854969091773,0.8356002365464222,0.7643020594965675,0.9239016186672272,0.8589015151515151,0.9243717401612138,0.7960765318479051,0.7189116689020886,0.8529964501983712,0.9086864902833061,0.8669010547463586,0.9193288899103654,0.8788863109048723,0.9509875640087784,0.7704417293233082,0.9283244987324268,0.941656942823804,0.8153771993251386,0.87673314339981,0.757422324510932
0.9223107569721115,0.0,0.7645218071582242,0.8073187259995482,0.93391757460919,0.6153997250049106,0.8689444161142275,0.8266666666666667,0.7666142351553283,0.7450105658605306,0.9007352941176471,0.8698200929856479,0.543259987182226,0.6532066508313539,0.8201561737432894,0.8379765395894428,0.7361978516112915,0.8429216571765168,0.8037743941668454,0.82291917973462,0.8140560165975104,0.8376331360946746,0.8379541108986616,0.8986163522012579,0.7576271186440678,0.9273676714929978,0.9112767492185622,0.6733780760626398,0.9377310760848414,0.7397487556292961
0.7303543913713405,0.7616,0.0,0.7822812051649928,0.6263265686091976,0.9105769230769231,0.8093078288306054,0.8654332700822265,0.8008019246190858,0.9186390532544378,0.8726333907056799,0.8375984251968503,0.7504288164665524,0.9050173010380623,0.7547169811320755,0.7962220950200344,0.8255046583850931,0.8231336110221082,0.85237439779766,0.7993955421231583,0.8769230769230769,0.9171938965388909,0.820738796174761,0.9459406713505074,0.7882174654290586,0.9233494964565461,0.8845139412207988,0.83584686774942,0.8032760814249363,0.7632265275707899
0.670863309352518,0.8439849624060151,0.8114874815905744,0.0,0.6768409818569904,0.90925459128556,0.7272519954389965,0.8550904576090812,0.8012254460263111,0.9083015671325709,0.8390931102795509,0.8600739371534196,0.8306765163297045,0.8590498625834315,0.7340495505371629,0.7299670691547749,0.8336318853560233,0.8587113030957524,0.9118220834959032,0.8098958333333334,0.8992822412595508,0.8675341296928327,0.7721110393802453,0.9589905362776026,0.7426518615284128,0.9260051325919589,0.7180874080484638,0.8595630851538119,0.8416636915387362,0.8280649295173003
0.884469696969697,0.9404761904761905,0.6129032258064516,0.6917562724014337,0.0,0.9061506823705365,0.7595693779904307,0.8240382845573349,0.7964071856287425,0.8946203232233784,0.7747810050714615,0.8309317963496637,0.6630896942700951,0.8470034771937002,0.8620293847566575,0.863448275862069,0.7364468434639756,0.6858531115679313,0.6984352773826458,0.882807176924824,0.828390860476422,0.8373856792326567,0.7375056280954525,0.901252067091897,0.658158614402917,0.9091925743681503,0.915779941136518,0.65638869423032,0.8704836020011117,0.6399374581192763
0.9532710280373832,0.6035598705501618,0.8875816993464052,0.9077380952380952,0.9006211180124224,0.0,0.9110714993067934,0.9108219612821327,0.8911958796072751,0.8835870776086149,0.9539082004993278,0.9185051037207771,0.7007575757575758,0.8654046543938868,0.909665071770335,0.8503544740371719,0.8282651072124756,0.9215434083601286,0.8922279792746114,0.8651365705614568,0.8667469395946217,0.92152466367713,0.9069855017887404,0.9308114464915719,0.8552406315389005,0.9391385767790262,0.9519485433219826,0.8233009708737864,0.9593041812958826,0.8365132809577254
0.8095238095238095,0.86875,0.8086124401913876,0.7191011235955056,0.7450592885375494,0.9096774193548387,0.0,0.8345996493278784,0.8136399682791435,0.9101256817642874,0.7887568103021297,0.9282364933741081,0.8342315154128045,0.8980169971671388,0.8380177514792899,0.8019753086419753,0.8404443322393335,0.7889526826371016,0.7907379355117939,0.8593711918108701,0.9472994231777662,0.7807793449677265,0.8051665861902463,0.8548182049326214,0.7720156555772995,0.8115559817789499,0.8647073111488949,0.8515448379804069,0.7947812438689426,0.7265980368685659
0.8621745788667687,0.821939586645469,0.8466494845360825,0.8448023426061494,0.833587786259542,0.8959687906371911,0.8288431061806656,0.0,0.8469112275686835,0.8906764168190128,0.9415989415989416,0.9365053588827541,0.8553971486761711,0.9162957891133173,0.8775663966848748,0.8868564963228361,0.8770617568085922,0.8672271573604061,0.8981954375212802,0.8000373412994772,0.8995460824945727,0.9317512877115526,0.9125115848007415,0.8974161203239491,0.8275603819509455,0.900811209439528,0.9199255121042831,0.7718761941153993,0.9152755905511811,0.6812154696132596
0.9092331768388107,0.7528455284552845,0.7965879265091863,0.8101644245142003,0.8221528861154446,0.8622516556291391,0.8119935170178282,0.8472584856396866,0.0,0.8871956885337298,0.8961937716262975,0.8266600757950239,0.7110115457521972,0.8901442725534504,0.8590038314176245,0.8319907940161104,0.7886829268292683,0.802413515687852,0.8248919619706137,0.7856464780710082,0.8457211731619124,0.8810547970824761,0.8464003015454202,0.9095546399843045,0.7663747143945163,0.9280224929709466,0.9140314334406362,0.784645286686103,0.8894745248362881,0.7212132559445796
0.9519408502772643,0.7292069632495164,0.9036144578313253,0.9176882661996497,0.8766114180478821,0.8904109589041096,0.9113680154142582,0.8832335329341318,0.8730886850152905,0.0,0.9526857142857142,0.9246470812666922,0.7913987138263665,0.7771010962241169,0.9119053038925563,0.8801002963300661,0.8331782224290367,0.9094283593170007,0.8983461073013311,0.8105855855855856,0.8590701035894965,0.915929203539823,0.9046662201384238,0.9236533957845433,0.8544632768361582,0.9332298136645962,0.9268073641670409,0.8138026864289023,0.9633787265366213,0.7784669915817457
