Class Pairs,train Accuracy,test Accuracy,validation Accuracy
1:2,0.9293398533007335,0.9223107569721115,0.9221789883268483
1:3,0.7337278106508875,0.7303543913713405,0.7112781954887218
1:4,0.6470459037996925,0.670863309352518,0.6168067226890757
1:5,0.8866145354185833,0.884469696969697,0.8831858407079646
1:6,0.9584052137243627,0.9532710280373832,0.9533132530120482
1:7,0.820899209486166,0.8095238095238095,0.8376865671641791
1:8,0.8664402942840973,0.8621745788667687,0.856508875739645
1:9,0.9042594013814275,0.9092331768388107,0.9059180576631259
1:10,0.953933865450399,0.9519408502772643,0.9257950530035336
1:11,0.8934854969091773,0.888045540796964,0.878731343283582
1:12,0.8356002365464222,0.7898089171974523,0.8125960061443932
1:13,0.7643020594965675,0.7827586206896552,0.7586776859504132
1:14,0.9239016186672272,0.9192439862542955,0.9247135842880524
1:15,0.8589015151515151,0.856858846918489,0.8405253283302064
1:16,0.9243717401612138,0.9022988505747126,0.9090909090909091
1:17,0.7960765318479051,0.7568627450980392,0.7804878048780488
1:18,0.7189116689020886,0.7259842519685039,0.7190332326283988
1:19,0.8529964501983712,0.848381601362862,0.8672268907563025
1:20,0.9086864902833061,0.909433962264151,0.8979963570127505
1:21,0.8669010547463586,0.8594377510040161,0.8714555765595463
1:22,0.9193288899103654,0.8955223880597015,0.9024822695035462
1:23,0.8788863109048723,0.888468809073724,0.8631386861313869
1:24,0.9509875640087784,0.93359375,0.9431818181818182
1:25,0.7704417293233082,0.7416974169741697,0.7586206896551724
1:26,0.9283244987324268,0.9212007504690432,0.922945205479452
1:27,0.941656942823804,0.9391634980988594,0.9371534195933456
1:28,0.8153771993251386,0.8178294573643411,0.8257575757575758
1:29,0.87673314339981,0.868421052631579,0.8776119402985074
1:30,0.757422324510932,0.7580340264650284,0.7473118279569892
2:3,0.7645218071582242,0.7616,0.7616747181964574
2:4,0.8073187259995482,0.8439849624060151,0.79491833030853
2:5,0.93391757460919,0.9404761904761905,0.9174664107485605
2:6,0.6153997250049106,0.6035598705501618,0.5838709677419355
2:7,0.8689444161142275,0.86875,0.8739837398373984
2:8,0.8266666666666667,0.821939586645469,0.8275316455696202
2:9,0.7666142351553283,0.7528455284552845,0.7739837398373983
2:10,0.7450105658605306,0.7292069632495164,0.6973180076628352
2:11,0.9007352941176471,0.8986083499005965,0.8780487804878049
2:12,0.8698200929856479,0.8410596026490066,0.8500823723228995
2:13,0.543259987182226,0.5431654676258992,0.5151515151515151
2:14,0.6532066508313539,0.6326164874551972,0.6278659611992945
2:15,0.8201561737432894,0.7828810020876826,0.8057259713701431
2:16,0.8379765395894428,0.8092369477911646,0.8201581027667985
2:17,0.7361978516112915,0.7181069958847737,0.7096114519427403
2:18,0.8429216571765168,0.8019639934533551,0.8155339805825242
2:19,0.8037743941668454,0.8188277087033747,0.8239564428312159
2:20,0.82291917973462,0.8162055335968379,0.8158415841584158
2:21,0.8140560165975104,0.8037974683544303,0.7958762886597938
2:22,0.8376331360946746,0.830078125,0.8288461538461539
2:23,0.8379541108986616,0.8396039603960396,0.8154761904761905
2:24,0.8986163522012579,0.8668032786885246,0.8863636363636364
2:25,0.7576271186440678,0.722007722007722,0.7435897435897436
2:26,0.9273676714929978,0.9233791748526523,0.9296296296296296
2:27,0.9112767492185622,0.9063745019920318,0.93158953722334
2:28,0.6733780760626398,0.6829268292682927,0.6528925619834711
2:29,0.9377310760848414,0.9389067524115756,0.9361022364217252
2:30,0.7397487556292961,0.7267326732673267,0.708171206225681
3:4,0.7822812051649928,0.8114874815905744,0.7663817663817664
3:5,0.6263265686091976,0.6129032258064516,0.6175595238095238
3:6,0.9105769230769231,0.8875816993464052,0.8949416342412452
3:7,0.8093078288306054,0.8086124401913876,0.8180404354587869
3:8,0.8654332700822265,0.8466494845360825,0.8544061302681992
3:9,0.8008019246190858,0.7965879265091863,0.7532637075718016
3:10,0.9186390532544378,0.9036144578313253,0.9063893016344725
3:11,0.8726333907056799,0.8892307692307693,0.8631415241057543
3:12,0.8375984251968503,0.8135818908122503,0.8153034300791556
3:13,0.7504288164665524,0.748221906116643,0.7485955056179775
3:14,0.9050173010380623,0.9092198581560283,0.8969359331476323
3:15,0.7547169811320755,0.755591054313099,0.75
3:16,0.7962220950200344,0.7906976744186046,0.8006088280060882
3:17,0.8255046583850931,0.8072669826224329,0.7921875
3:18,0.8231336110221082,0.820580474934037,0.8192457737321196
3:19,0.85237439779766,0.8464788732394366,0.8447293447293447
